text,label
what the fuck is that rap though,vulgar
sneak peek of a contribution i'm doing for a kick ass project wip workinprogress ziggystardust davidbowie <URL>,vulgar
<USER> <USER> that is some cool shit,vulgar
so pissed i'm missing work like i could have a sinus infection and still do everything i can to work like why do i have an old lady body,vulgar
what can i do i'm going through hell getting over you but it don't hurt it don't hurt like it used to,vulgar
just found out my step dad is meeting lil boosie on sunday and im not gonna be there and im pissed,vulgar
my ra i know its not quiet hours but people are complaining damn people,vulgar
bitches are always worried about the other girl worry about your man cuz clearyyy he got you insecure,vulgar
to the dude biting his nails while he's taking a piss thatsgross,vulgar
<USER> the other day i was asked to explain the law of averages to my class luckily i had that dick pic you sent tfln,vulgar
o'halloran never liked preds just told hendricks to fuck off on jumbotron reverse that and player gets tossed official get nada <USER>,vulgar
i never thought my dad hula hooping would be so damn funny,vulgar
still in shock hope pacquiao says fuck corrupt boxing and retires boxing is dead pacbradley,vulgar
jackass is officially the dumbest movie i have ever seen it's even worse than napoleon dynamite  that's hard to do,vulgar
<USER> <USER> damn and i thought my punny hashtag was good,vulgar
<USER> you serious pick my ass up,vulgar
<USER> not your business or affair grow up and quit staetig shit porsha should whoop yo ass again cause she on a talk show dumb ass,vulgar
the amount of times i've muttered oh fuck no ahs6,vulgar
<USER> <USER> <USER> i think you say shit because you really have nothing to say at all..like this.g <URL>,vulgar
<USER> eggplant what the hell,vulgar
losing 1-0 in the last 12 seconds sucks ass,vulgar
the majority doesn't always rule i am only into the one true god and he is jesus to try to tell me ne thing else is straight out of hell,vulgar
<USER> <USER> losing only makes you want to win that much more <USER> will be experienced amp hungry as hell next season,vulgar
im just tryna eat a granola bar in my car before class but this shit's crumbling everywhere i feel like im in a damn avalanche jfc,vulgar
<USER> where my damn soda,vulgar
<USER> she really has no reason to lie and come out now the trial is over put the guns away and fight with ur hands pussy,vulgar
<USER> twat twat,vulgar
<USER> bitch on a leash..#bitch,vulgar
<USER> i just like being an ass,vulgar
<USER> damn would have thought someone would have grabbed it right up,vulgar
<USER> she wasn't quite as annoying but i still can't stand her or that tired ass wig rhoa,vulgar
<USER> <USER> <USER> <USER> <USER> <USER> <USER> <USER> bruh really damn i'm 17,vulgar
<USER> bish ass wtf,vulgar
fuck off burnley..this is like watching fifa 17 sit back and hope for a counter,vulgar
<USER> i fucking hope not ewwww,vulgar
<USER> we're driving through tn and stopped at a cracker barrel for breakfast,vulgar
bad bitch here bad bitch there bad bitches everywhere bblu3poolparty,vulgar
i think they pissed him off <URL>,vulgar
<USER> haha damn grapes i hate when they're dry ,vulgar
wow hear <USER> powerfully explain how slut shaming becomes victim blaming via <USER> <URL>,vulgar
<USER> 1st time really listening to wiz aside from b  y he's pretty damn good,vulgar
<USER> thats what we've been called.nigga means the same to us as wetback would mean to you,vulgar
<USER> you my friend are a living breathing piece of shit drops mic,vulgar
not a damn thing on tv tonight i won't be watching nba finals hockey was hot last night damn 5+hrs game go hawks maybe a movie 2n,vulgar
you know i am going thru hell right now in pain losing the ability to use my left arm not a day goes by that i <URL>,vulgar
<USER> i didn't get that from at all do u not like her she was pretty tame compared to prostitution whore which was great btw,vulgar
i try not to get mad at the little stuff but he most definitely just pissed me off,vulgar
not gonna lie jabrill peppers going 25 to cleveland is bittersweet  he's a 1st rd pick but damn  it's the browns  goblue,vulgar
<USER> i mean i knew someone was gonna die but geez didn't think you were that hell bent on breaking all hearts vampirediaries,vulgar
my mom is pissed cause i'm rolling around on my carpet in defeat instead of packing my shit for school tsu,vulgar
new get ready for one hell of a fast paced crazy ride wrath <USER> <USER> <URL> <URL>,vulgar
<USER> damn i'm hungry...where to lunch <USER> currently on dickinson just off passyunk,vulgar
i love the power mv because everyone's like oh shit we're gonna die and jongdae is just there like 3c,vulgar
i dislike when girls exaggerate the way they walk to make their ass look good,vulgar
jodi arias is such a fame whore she just got covicted for murder and then go straight for the camera no remorse she def deserve to fry,vulgar
<USER> this fucked me up <URL> omg,vulgar
some nigga came in my yard the foot steps led to my ashtray lookin for some of my clips nigga huh,vulgar
ding dong the bitch is gone teamviolet teamvioletchachki,vulgar
<USER> <USER> <USER> i agree...aleks should have backed her up kind of a bitch move if you ask me belowdeck,vulgar
karma is a bitch,vulgar
"you could be preoccupied different dick every night hahahaha <USER> you legend bestnightever 0 2 2 2 2 0 32577792905 <USER> what the hell lol renee 0 2 3 3 0 0 3482565622002241537 the truth may set u free/,but first it's gonna piss me off 0 7 1 0 0 0 2206606268419407872 deadmanwonderland is some scary shit  omg 0 1 2 5 0 0 4283198476580425728 <USER> damn do we look good or what sexyandweknowit 0 0 0 2 6 0 5912006478835470337 once again <USER> has shown an unpresidented ability to piss off many sides 2 6 0 0 0 0 2899782384241049604 <USER> <USER> jersey resting bitch face 4 3 1 0 0 0 1712285837975748610 fuck it say yeah 2 1 3 2 0 0 3885637919792353288 <USER> sins of empire is damn good.been listening on my commute i got to it before my son did 0 0 0 4 4 0 5930225884891578368 guys what is with all the damn blurry pictures on tinder i'm not a selfie fan but come on if it's going to tak <URL> 2 5 1 0 0 0 2659114922299650048 <USER> <USER> <USER> <USER> fuck yea boss 1 0 2 3 1 1 3862544250600337408 insomnia is a bitch 2 6 0 0 0 0 2467840016170119169 some kick ass gold lespaul guitars and bass <USER> at <USER> <URL> 0 0 4 2 1 0 3421481055820840960 seriously considering begging <USER> to come play my wedding not like a cheesey wedding reception but an ass kicking rock show 0 0 1 4 2 0 4634789002613125120 <USER> what the hell am i looking at 0 3 4 0 0 0 3741487413944586240 <USER> that's why i don't give a fuck what people say...ill cut a bitch 4 3 0 0 0 0 1917894377686609920 my mom gets pissed at me when i don't get dismissed at 2:20 with the middle schoolers girl i'm in class 0 4 3 0 0 0 2832762537221304322 <USER> nah brah i'm on that tater soft taco shit 0 0 7 0 0 0 3550544687765782528 2015 is just gonna be another fucking year of falling more in love with these fools <USER> 1 2 2 2 0 0 3734584571002560513 <USER> ho you better 1 4 0 2 0 0 2412266791252279296 bonding at cracker barrel <URL> 0 0 1 5 1 0 4940314339071885314 oh hell yeah it's here treating it delicately and with care <USER> <USER> <USER> <URL> 0 0 2 3 4 0 2291294478172557312 <USER> listening to that weak ass music who cares 1 8 0 0 0 0 2934873975263506434 <USER> but he doesnt molest girls your pussy groping president wont grope you are thy jealous from lack of h <URL> 5 4 0 0 0 0 1507580129355116544 <USER> ho ho ho 0 0 7 0 1 1 3426918313848229888 being pissed off is better than being pissed on 1 4 3 0 1 0 2922240121822433280 racist nfl kneelers didnt know what's on every single one of their helmets  now they're pissed <URL> via <USER> 4 5 0 0 0 0 2800568946671947778 professor the purdue owl website will assist you greatly in your writing purdue owl website is shit 1 5 0 2 0 1 2359170173858611200 <USER> <USER> <USER> buy her another pie bitches love pie applesbetter 3 1 4 1 0 0 2741010374225367040 hell hath no fury like a 3year old that can't find her frozen shoe tantrum frozen 0 5 4 0 0 0 2824357420096954368 <USER> <USER> the hell you say julia all the way 0 2 4 2 1 0 3545850418589597696 why does cnn give more of a shit about a stupid movie than kids dying 6 2 1 0 0 0 1934560537781813249 <USER> <USER> two of my dogs are racist deadbeats the third is a gender-fluid attention whore 3 5 1 0 0 0 2584224419255488512 this shit hype as hell boa <URL> 1 2 4 0 0 2 2702692235993706496 moby dick <URL> <URL> 0 0 7 0 0 2 338641679934291968 omg this bitch has the ugliest nailz...they're like 10 inches long n each hand is a different color...nasty hoe 8 1 0 0 0 0 1941206123297853440 females are strong as hell <URL> 0 0 0 3 6 0 5472480772214226944 <USER> holy shit nice job dude 0 0 0 2 7 0 5791474044419780609 <USER> more important than a game 3 start what the hell happened to the chive disappointing 1 7 1 0 0 0 2501000384609931265 only female pitcher in negro leagues history attended mo'ne davis historic llws shutout <URL> via <USER> 0 0 6 2 1 0 3849285106250399744 i&amp;#8217;m sorry i was being so crazy while you were treating me like shit <URL> via <USER> 2 6 0 0 0 0 227909069318656000 how to mend a broken teenage daughter's heart ugh and how many daughters are left too many i'm fucked 2 5 0 0 0 1 2856276398532677632 <USER> fuck this i just need the wolf among us 2 4 3 0 1 0 0 1915218454059380736 <USER> mr jennings fuckin smoked the last remaining bastion of reverence for knowledge and learning in america so......respect 1 3 1 3 0 0 3816264367650050048 oh so good that blood testing scene is tense as fuck <URL> 0 4 0 4 0 0 46625547378 come on sandman where the hell are you 1 5 2 0 0 0 2938473837968150528 <USER> this jerusalem thing is literally going to get people killed and he doesn't give a shit 4 3 1 0 0 0 1930630541233328130 those fanchants holy fuck <URL> 1 3 2 2 0 0 3428965509770379264 twitter is acting like a assclown 2day 4 me...grrrr assclown is always fun 2 say d 1 4 3 0 0 0 2940646183046959105 <USER> i had a student write a great essay this semester that basically concluded kids hate that shit because <URL> 0 4 2 2 0 0 2272891204662878208 <USER> bitch what oh good you know your name <USER> hahaha bface knowyourname",vulgar
<USER> <USER> he sure as hell ain't taking the job for 1m less/yr either,vulgar
holy shit it's nice outside,vulgar
<USER> u is a straight pussy ass nigga just run amp hide fuck boy,vulgar
<USER> thx for getting me in trouble w/your been thinking about you gishmail my husband wanted to know who the hell misha was,vulgar
damn we gotta wait til 2020  <URL>,vulgar
i just dont understand how the fuck you can just eat someone's face shit.is unreal,vulgar
<USER> i said i wanna see a how high 2 he said shit me too,vulgar
<USER> out fucking standing beautiful ride,vulgar
one powerful response to the terror in paris words and wonder this is hell but we are heaven <URL> parisattacks,vulgar
<USER> i heard ur hands are small and also that u dont know shit about area 51,vulgar
<USER> debate romneyforpresident obama you are just pissed off that you didn't think of it first,vulgar
<USER> bull shit fake news x marks the fucking chemtrail spot ice contrails don't last a friggin minute you <URL>,vulgar
breaking <USER> confirms shooting at cracker barrel in oshtemo he says may be connected to meadow townhomes shooting <USER>,vulgar
definitely digging archer in his father guido sarducci getup <URL>,vulgar
<USER> <USER> fdb hell yesss,vulgar
hell portugal put up a better fight against germany,vulgar
<USER> go fuck yourself,vulgar
i still haven't recovered from the black panther teaser trailer hot damn,vulgar
<USER> hell yeah,vulgar
can i get a hell yeah <URL>,vulgar
all these bitches on my dick but i think i need more,vulgar
<USER> i'm sick tard,vulgar
resting bitch face is real scientists say  good news everyone you can now wear your mildly discontented f <URL>,vulgar
life lessons 2048 has taught me even if you fuck up there is still hope for you,vulgar
<USER> here's an idea fuck off,vulgar
<USER> go fuck yourself,vulgar
miley was stompin the hell outta them roaches huntee,vulgar
he's on the ground dying i'm losing my breath amp cop says fuck your breath disgusting blacklivesmatter anp436 <URL>,vulgar
alright what jackass starts counting calories 2 days before thxgiving this guy so sick of feeling sluggish easyonthestuffing,vulgar
i'm a spiteful bitch when you wake me up with bullshit,vulgar
just the most shit day,vulgar
i'm tweeting again bitches,vulgar
<USER> <USER> <USER> hook nose jew bastard,vulgar
<USER> watching you fuck some people up in thecemetery...ha,vulgar
why do i always end up sick when i have so much shit to get done,vulgar
i wish it was that easy nigga would be happy everyday,vulgar
atlmansionpoolparty august 20th rented a lit ass mansion  indoor amp outdoor event  free food  open bar <URL> x2,vulgar
eleven's back and her hair is pissed strangerthings <USER> <URL>,vulgar
why do people act like cuz the calendar year changes life starts over lol all the shit you did in 2011 will continue in 2012,vulgar
fuck staying in alabama done with this shit,vulgar
<USER> also if they're not space fuckin what do you call this <URL>,vulgar
my cat from heaven rosie the cat and lilo the dog  my cat from hell  <URL> ,vulgar
fuck semester-long group projects for real,vulgar
first day talking in book of mormon and a girl tells the teacher that laman and lemuel were such dicks mmk <USER>,vulgar
nice parking job asshole target parking lot...with open spots around it fb <URL>,vulgar
<USER> what the fuck do you want,vulgar
fuck this jeffries scene is always the best,vulgar
fuck <URL>,vulgar
damn my ps3 died it freezes with the green led turned on no connection to the controller and no a/v signal ,vulgar
damn overnight it went from hot and humid with shorts and a tank top to cold  freezing with sweats and a hoodie whatz up with that,vulgar
criticism of cishet girls can be important but i also worry about people taking advantage of it to be sexist/racist twats,vulgar
oh hell no they didn't just do that to daryl no one touches his motorcycle walkingdead,vulgar
santa christmas timer this quirky timer counts up to 60 minutes and says ho ho ho when time is up wipe <URL>,vulgar
<USER> i usually don't look at my timeline for fear of getting pissed off lol,vulgar
<USER> so glad i was able to make it to see your thank god for jokes tour tonight in turlock so hilarious i laughed my ass off,vulgar
i wish <USER> would stop calling me a total fucking lesbian cause he's jealous of my friendship with <USER> hattazgonnahat,vulgar
actually get to watch ncis but also know i'm gonna be sad all over again 1 less new <USER> ep damn you weatherly loveyou,vulgar
<USER> his concern is just bullshit clickbait he knows nothing about harry,vulgar
in other news human beings actually fucking suck,vulgar
"<USER> well i fucked up on that minecraft video""what is minecraft",vulgar
i was literally in the worst mood all day until i was w my baby now i'm back to a shitty ass mood,vulgar
i understand her loneliness entirely and i think it's why i try so hard to keep people around no matter how shitty they treat me,vulgar
<USER> listening to your music at full blast is making me feel better after a shitty day neighbors can f it,vulgar
<USER> if it's how he takes care of everything else we r all fucked,vulgar
i want to cry and puke im pissed and im heartbroken that we'd take away rights like this there's still hope but i'm worried for votenoon1,vulgar
<USER> sad 4 some1 u care about 2 engage w a crazy person talking shit about u u defended that person when that happened months ago,vulgar
<USER> i hate my iphone siri don't listen well i wanted to tell people about a new app and she put ask me about my new ass on my fb,vulgar
guy in haunted house it's a long way to hell me jesus is my lord and saviour sir i'm going to heaven,vulgar
can someone please tell me what the fuck an eno is ,vulgar
happy 2013 looks like i'm starting the new year out with a big ass hangover,vulgar
<USER> omg only in the fucking usa is right they put an innocent 17 yr old boy in prison for life but let a child molester free,vulgar
lmao <USER> articles about tweeting about issues don't help stupid millennials like he doesn't tweet all the fucking time instead of helping,vulgar
black interior  summer is a combination straight from hell,vulgar
mike pence mocks media coverage of trump this shit really is fun to watch  breitbart <URL> via <USER>,vulgar
what the hell,vulgar
this jackass is more ridiculous every day <URL>,vulgar
fiftyshades of fucked up <USER> charlietango redroomofpain,vulgar
quit talking out of your ass with that bullshit,vulgar
fuck you ,vulgar
man i'm higher than a tree live my life like a fucking g,vulgar
holy shit titties batman,vulgar
47 needs to be kicked the hell out,vulgar
temecula thunderstorm early in the morning and i woke up to it thinking it was a neighbor being an ass moving their trashcans back and forth,vulgar
<USER> <USER> man club penguin is gonna be pissed,vulgar
these are fucking <USER> five updated helmet designs debuted for the 2013 season rockchalk <URL>,vulgar
<USER> <USER> you should just be hired as a story consultant dick wolf are you out there,vulgar
cracker barrel  pick it to win it <URL>,vulgar
stfu no i didn't survive through 13 seasons of hell in this hospital for this shit <URL>,vulgar
<USER> your just another whore who couldn't be happy with your one man be a doctor not a slut or maybe a tattoo artist not a whore,vulgar
hahaha that was karma biting you in the ass,vulgar
real talk i am depressed as hell to be leaving vb right now,vulgar
and to think in 5 short days the dumbass with the lighter is graduating from msu with honors <USER> <URL>,vulgar
my house is making some scary ass noises right now,vulgar
<USER> fuck,vulgar
i favorited a <USER> video <URL> asian kid being a dick funny ending,vulgar
<USER> yes he's free to chirp we're free to call him a classless asshat not sure why you're pontificating here,vulgar
<USER> hell yeah,vulgar
pissed bb18,vulgar
fuck you asian girls with parasols,vulgar
<USER> i give up he's too damn entertaining time to follow,vulgar
<USER> hell yeah i would  that would be tough to pull off though  but very cool idea love spn,vulgar
<USER> i wish it didn't have to be hell week for me to see you  let's get bob evans with <USER> amp <USER>,vulgar
fat ass got me out tag bed just to come to waffle house  <USER> <URL>,vulgar
something about country music is so damn relaxing,vulgar
damn my dudes <USER> and <USER> killed it tonight at the grog,vulgar
<USER> hell i'm buying one and framing it you're welcome everyone,vulgar
the trending product that i will be trying out in 72 hours is <URL> elizavecca hell pore clean up mask pack,vulgar
<USER> damn what's the fall-out,vulgar
snl star pete davidson tells trump fuck you bitch <URL> disgusting another reason to boycott snl and their bullshit,vulgar
<USER> damn you damn you straight to hell,vulgar
why the fuck would u periscope u eating after tweeting out an apology,vulgar
bgc9 random ho lmfao,vulgar
my mom stay sneak dissing with racist ass comments idk why she got with my dad if she so racist anyways,vulgar
sushi n a movie...drag me to hell sposed to be good,vulgar
spoileralert scarlett o'hara is a whiny slut so far film class is ruining my view of old films gonewiththewind oh and everyone dies,vulgar
<USER> <USER> <USER> <USER> it's about damn time,vulgar
have to get up at 6 a.m to watch rolandgarros final...byt am unable to sleep now...oh damn excitement,vulgar
if u don't like the way i do something shut the hell up and do it ur self and if u don't understand me leave me alone,vulgar
<USER>  a hose of hot bath water being soak and you're face while being called dirty and a slut what did i do i blame my self,vulgar
11 days to lose 11 pounds fuck me and after the 20th i plan on eating 11 pounds of food in a day,vulgar
<USER> bitch don't be mad you're movie is a chris farley flick,vulgar
oh shit chandler got a td,vulgar
<USER> why do you act like a jackass you were a punk at the rally today dont deserve president after you acted decent last night,vulgar
rondarousey beast hell yeah 60 for 34 seconds well worth it,vulgar
<USER> he is the worst i can't wait til that fat bacon grease bastard is no longer our governor,vulgar
i think i could probably be a magnificent bastard if i were magnificent,vulgar
me ahh first day at the new job my face yes i have all of your pimples ready for you me what no pimples face    damn,vulgar
wait if i just talk a lot of shit to <USER> step in the ring and let him knock me out i can make 30m guaranteed sign me up,vulgar
that's right run bitch run i say faster is that all you got,vulgar
i just checked into sisters <USER> too damn funny telfie voiceoftv <URL>,vulgar
i want my money know bitch i'm right in front yo house,vulgar
i'm thankful for christine mcvie stevie nicks john mcvie amp mick fleetwood oh and lindsey buckingham too i guess,vulgar
<USER> is literally the worst there will be a special place in hell for pruitt and boy will it be pollut <URL>,vulgar
seriously fing christy she such an asshole littlewomenla,vulgar
elijah kicks ass ripping out hearts tvd,vulgar
so hulu plus is finally on appletv 1 what the hell took so long and 2 maybe i'll come back to hulu but i'm not ready to drop netflix,vulgar
mother fuck mother fuck bra strap broke then i burnt myself,vulgar
damn i thought sanity was starting to take hold on this clunker <URL>,vulgar
wtf topchef pretty sure i'm done watching this show after that shit decision so sick of josie,vulgar
i'm so fuckin bored kill me,vulgar
was so excited that today is friday until i remembered that my dumbass agreed for 8.5 hours of ot yep i'm a moron,vulgar
i imagine that hell feels a lot like getting into a car with leather seats after its been in the sun all day,vulgar
rain puts me in a shitty mood juststop,vulgar
thegodgames heaven amp hell ann amp her first year in new jersey amp the passing of the children's father charles albert <URL>,vulgar
<USER> <USER> honestly unintentional at first and then tried to cover their ass if her story didnt get out it'd be long gone,vulgar
what the hell these new twitter notifications are stupid,vulgar
<USER> bitch at least i do my work smh,vulgar
i just want to fuck sammy right in the pussy,vulgar
<USER> <USER> <USER> <USER> well if she hangs on maybe other pissed off consultants that g <URL>,vulgar
i just wanna skip out on work i'm too tired for this shit today,vulgar
<USER> <USER> <USER> <USER> i would cry we need to do some radical shit to galvanize this city into action down 4 w/e,vulgar
i'm at cracker barrel columbia mo <URL>,vulgar
lol fuck <URL>,vulgar
this rain was cool but it can tone it the fuck down now,vulgar
<USER> too much shit for this year though,vulgar
mother fucking christ he stole the colt supernatural,vulgar
<USER> <USER> yikes thank you for the freebookfriday read i've never read a book like this before ho <URL>,vulgar
why is this me as hell <URL>,vulgar
why the fuck is my profile pic always blurry,vulgar
<USER> no shit that's awesome gotta come home for that game so we can go out and watch it,vulgar
watching salute your shorts hell yeah,vulgar
hey hey ho ho the muslimban has got to go scenes from the emergency phl rally on behalf of detainees <URL>,vulgar
<USER> you piss me off,vulgar
<USER> and college football fans say why didn't you buy your own damn car with pete carroll's under the table   <URL>,vulgar
this is a puppy toy at petsmart what the hell is going on here this is a sex toy <USER> petsmart <URL>,vulgar
this weekend we are making ten trays of jello shots in a house with a huge tv and a hot tub all we need now is bitches,vulgar
retweeted bernie sanders <USER> <USER> promised to tax carrier instead of a damn tax they <URL>,vulgar
<USER> fuck that noise 21 means 21 both ways lol,vulgar
<USER> fuck yeah i would beat the shit outa you till you stop breathing then wash the blood off my hands and clothes,vulgar
fuck it,vulgar
if there were no hell then calvary is the biggest blunder of the ages preaching on hell this am asking god to rescue those heading there,vulgar
<USER> its all or nothing we got the talent just kick ass and don't stop lets go,vulgar
set this creepy bastard up to scare my coworkers and ended up forgetting about him and scaring the <URL>,vulgar
she is art what the fuck do you expect from her other than confusion beauty and goddamn soul  via <URL>,vulgar
it continually amazing me that the only time the house of representatives can actually do something the something is a bunch of bullshit,vulgar
fuck this shit,vulgar
fuck you bitch you get no respect  hopsin i could live by this quote i also know someone who needs to see it right now,vulgar
these bitches dont know what they fuckin talkin bout thetalk,vulgar
a week with dick foth  awesome,vulgar
<USER> mostly i blame twitter it's really hard to get stupid shit out of your timeline,vulgar
<USER> <USER> damn straight,vulgar
she a cry baby  she lucky i know how to flat iron my own shit ,vulgar
<USER> <USER> pretty sure i'm broke now you bitch,vulgar
<USER> the hell,vulgar
<USER> what an arrogant twat you know how you can tell that you are a good person you don't have to be the one telling people humility,vulgar
the owner i used to have before my current one was a hoarder creepy old lady glad i got out of that shit,vulgar
<USER> i am so glad you joined the challenge been lacking in the bad ass girl department for a minute <USER>,vulgar
apparently <USER> is a slut to <USER>  dd,vulgar
but how much would it suck to be this guy hey look i'm in a picture with celebrities oh well shit <URL>,vulgar
<USER> <USER> where the hell did you find that that is awesome i want one,vulgar
<USER> got damn,vulgar
<USER> and lay ho mah,vulgar
<USER> <USER> <USER> channing tatum joe channing tatum fuck you he wouldn't survive a minute in the double deuce,vulgar
damn are they racing yet nascar,vulgar
stand by our troops and pray we stay the hell out of syria <URL>,vulgar
my mom switched over to see what cd was in in the car it's the alabama christmas album did we sing along to it hell yea iwantchristmas,vulgar
<USER> <USER> for free my ass,vulgar
i think that everyone can appreciate their fucked up families when compared to the shit we've seen on this soafinale,vulgar
i liked a <USER> video <URL> david banner says fuck the nfl and gives secret to black success,vulgar
vanilla ice cream with rainbow sprinkles sounds pretty damn good rn,vulgar
<USER> you can't hate the greats real shit though you're one of my music soulmates,vulgar
<USER> nope that's you dumb fuck do i need to spell it out for you,vulgar
damn <URL>,vulgar
chemistryreview meanoldmathteacher gonnafailthatexamyo bitch <USER>,vulgar
i used shazam to discover hell raiser by def leppard <URL>,vulgar
proof that she can fucking sing no shame on you lol gmg <URL>,vulgar
i don't know what the fuck happened cus i really liked season 2 of parks amp rec and now season 3 is doing nothing but pissing me off,vulgar
save 16 on cracker barrel gift cards with <USER> <URL>,vulgar
ted mick cornett how an obese town lost a million pounds  mick cornett 2013 <URL>,vulgar
<USER> omg mine are back to normal now but damn the shit girls have to go through shoe-icide,vulgar
<USER> one minute hoe,vulgar
everyone needs to stop acting like its so nice outside its fucking cold wind tunnel,vulgar
the shit north college hill pulls i can't park in my driveway cause <URL>,vulgar
the bonaroo lineup holy shit i'm in love macklemore tompetty paulmcartney asaprocky thexx kendricklamar needtobuyticketsnow,vulgar
<USER> hate never i simply love your ass,vulgar
crabby bitches in the computer lab,vulgar
what the hell llamas thats so not cool <USER> live on <URL>,vulgar
human sack of shit jerking off into the swamp he promised to drain <URL>,vulgar
what's this bitch talkin about craycray fuckoff,vulgar
im killin it in the game makin a sacrafice spit shyt so raw make a dumb nigga think twice,vulgar
lima mall sucks donkey dick,vulgar
<USER> <USER> <USER> can't wait for the next episode of mobwives and see the baddest bitches on vh1,vulgar
<USER> that's hot i would have found a dildo for your pussy at the same time just to see how much you could take,vulgar
that was one major fuck up,vulgar
<USER> shit she built all attack armor so switch to pd okay <USER> best advice ever,vulgar
fuck me up with that <URL> shit yes <URL>,vulgar
what amazes me week after week is the amount of crap people accumulate in and around their homes not to mention ho <URL>,vulgar
oh and watching the employees talk shit about me over their headsets awesome job <USER>,vulgar
i would call an 8-10 year prison sentence holding piece of shit men accountable <URL>,vulgar
new video that i edited <URL> look for the guy stroking his cock at 3:37 safe for work,vulgar
god is your thug water and jesus put hell out  reggie listen <USER> <URL>,vulgar
<USER> the real question is why is that 7th grader 17 damn years old,vulgar
who wants to join me at a tigers game here soon like dead ass serious ,vulgar
fell asleep on the beach  burnt the shit out of the backs of my legs  fml painful,vulgar
nathan kress got freakin married wtf congratulations to him but where the hell did my childhood go,vulgar
i am so pissed right now...anyone who f**k's with me will pay especially alchololics <URL>,vulgar
<USER> damnit boy hell yeah,vulgar
<USER> <USER> hey thanks dick vitale,vulgar
<USER> <USER> its because pc master race unless there is a sony product involved then fuck pcs playstation all day,vulgar
katie couric in 2013 said matt lauer pinched me on the ass a lot <URL> via <USER> no one listens,vulgar
nationaldogday versus caturday time to hunger games this shit,vulgar
internationalwomensday best quote ever i'm tough i'm ambitious amp i know exactly what i want if that makes me a bitch okay madonna,vulgar
